Wall time,Step,Value
1547803767.5967188,81,0.17479465901851654
1547804109.052737,82,0.171794593334198
1547804451.8128693,83,0.16856342554092407
1547804794.8248162,84,0.17048154771327972
1547805136.1072168,85,0.1736287623643875
1547805479.3944066,86,0.16398490965366364
1547805817.389938,87,0.16168716549873352
1547806159.1375926,88,0.16335776448249817
1547806500.2234516,89,0.16561757028102875
1547806840.117031,90,0.1647941917181015
1547807181.740055,91,0.15952391922473907
1547807522.0855048,92,0.1638965904712677
1547807863.5698264,93,0.1728452444076538
1547808207.013194,94,0.1636718362569809
1547808547.6152678,95,0.1619240790605545
1547808887.345355,96,0.1608579009771347
1547809227.6002564,97,0.1686437427997589
1547809569.3486576,98,0.1612476408481598
1547809909.313713,99,0.1611655056476593
1547810248.2376354,100,0.15765060484409332
1547810590.7600095,101,0.16165977716445923
1547810930.7558012,102,0.1589127629995346
1547811272.41409,103,0.158477321267128
1547811615.2384048,104,0.15242581069469452
1547811955.900858,105,0.15765053033828735
1547812295.8754413,106,0.15250077843666077
1547812638.5598156,107,0.15331487357616425
1547812978.701542,108,0.14767436683177948
1547813321.8510354,109,0.1519329845905304
1547813662.4565918,110,0.14943133294582367
1547814000.9890811,111,0.1529957354068756
1547814341.5741332,112,0.15048176050186157
1547814683.7029767,113,0.14618425071239471
1547815025.5932257,114,0.1552540510892868
1547815370.0803192,115,0.1567118763923645
1547815712.3110223,116,0.14913004636764526
1547816056.335454,117,0.15076768398284912
1547816396.8607624,118,0.14643903076648712
1547816737.1768937,119,0.15017442405223846
1547817082.595443,120,0.1467098891735077
1547817423.6932755,121,0.14827218651771545
1547817762.8565156,122,0.14901885390281677
1547818104.330927,123,0.1527300328016281
1547818444.9080164,124,0.13966858386993408
1547818782.5247798,125,0.13796138763427734
1547819124.1950767,126,0.14770060777664185
1547819464.1661453,127,0.1452653855085373
1547819804.1493773,128,0.14652502536773682
1547820145.7078948,129,0.14665572345256805
1547820483.3640466,130,0.1463187038898468
1547820823.7505426,131,0.14628668129444122
1547821161.189451,132,0.14637131989002228
1547821502.185487,133,0.1488639861345291
1547821842.59199,134,0.15033628046512604
1547822183.813706,135,0.14542299509048462
1547822522.2336478,136,0.14356593787670135
1547822861.9038453,137,0.14748920500278473
1547823202.456396,138,0.147421732544899
1547823541.1854787,139,0.14050567150115967
1547823880.7577074,140,0.14389179646968842
1547824218.3601394,141,0.1469573825597763
1547824555.6960955,142,0.14491461217403412
1547824898.0159447,143,0.14490574598312378
1547825238.1488948,144,0.1417868733406067
1547825576.0584161,145,0.14721883833408356
1547825913.754139,146,0.14922210574150085
1547826250.726418,147,0.14343278110027313
1547826589.5221658,148,0.14149917662143707
1547826930.0110805,149,0.14750106632709503
1547827268.9728937,150,0.14656318724155426
1547827607.8174267,151,0.14573505520820618
1547827946.7800782,152,0.14704884588718414
1547828287.4350588,153,0.1429043859243393
1547828628.7130923,154,0.14416876435279846
1547828967.972957,155,0.14312785863876343
1547829305.0474436,156,0.14806029200553894
1547829645.1741276,157,0.14560014009475708
1547829985.720072,158,0.14027716219425201
1547830325.9698985,159,0.14689627289772034
1547830663.6984978,160,0.14175918698310852
1547831004.8424315,161,0.14214955270290375
1547831342.5220928,162,0.13992172479629517
1547831685.3736727,163,0.14209790527820587
1547832024.1019602,164,0.14761468768119812
1547832364.0078084,165,0.14319480955600739
1547832701.129947,166,0.142703115940094
1547833040.0876737,167,0.14076735079288483
1547833379.4486213,168,0.14675888419151306
1547833718.7159107,169,0.14615121483802795
1547834058.5530767,170,0.1435442566871643
1547834399.815596,171,0.14233611524105072
1547834738.7942188,172,0.14535506069660187
1547835080.0468757,173,0.14487984776496887
1547835419.78514,174,0.14557340741157532
1547835759.323957,175,0.14373067021369934
1547836097.8470397,176,0.14222536981105804
1547836437.8451238,177,0.14831525087356567
1547836777.9544795,178,0.1497521549463272
1547837118.619864,179,0.14568699896335602
1547837459.0494187,180,0.14736570417881012
1547837797.704716,181,0.14541825652122498
1547838138.0874372,182,0.14451797306537628
1547838479.032276,183,0.14255891740322113
1547838819.6421688,184,0.14288218319416046
1547839159.255849,185,0.13835999369621277
1547839499.890674,186,0.1429862231016159
1547839838.2663903,187,0.14009301364421844
1547840177.805785,188,0.14547130465507507
1547840517.7905927,189,0.14390453696250916
1547840856.426291,190,0.14062799513339996
1547841196.7538927,191,0.14215196669101715
1547841534.7743182,192,0.14690101146697998
1547841875.8435786,193,0.1444685459136963
1547842215.0300047,194,0.1432974487543106
1547842560.4304955,195,0.14504274725914001
1547842902.5216615,196,0.14675962924957275
1547843241.6519284,197,0.14757122099399567
1547843582.4680884,198,0.1415884643793106
1547843925.756441,199,0.14214129745960236
